Emp ID,Origin,Complete Name,First,Middle,Last,Type of Work,Business Email,Date of Joining,Job Role,Company,Office Location
34960,India,Garrett Aaron Kelly,Garrett,Aaron,Kelly,CW,garrett.kelly@lamb-newman.com,1/2/20,Recycling officer,Lamb-Newman,Sharable 4thgeneration initiative
35015,United Kingdom,Jeffrey Foster,Jeffrey,,Foster,CW,jeffrey.foster@smithltd.com,8/8/20,Chartered accountant,Smith Ltd,Focused directional migration
35082,Germany,Erin Stefanie Elliott,Erin,Stefanie,Elliott,EE,erin.elliott@gibson-little.com,water,"Teacher, special educational needs",Gibson-Little,Streamlined systemic matrix
35135,Canada,Monica Phillips,Monica,,Phillips,CW,monica.phillips@gilbert-hodge.com,news,Product designer,Gilbert-Hodge,Polarized tangible installation
35379,Australia,Andrew Bush,Andrew,,Bush,CW,andrew.bush@lamb-newman.com,3/1/21,Financial risk analyst,Lamb-Newman,Face-to-face optimal forecast
35439,Canada,Richard Phelps,Richard,,Phelps,EE,richard.phelps@smithltd.com,scientist,Counselling psychologist,Smith Ltd,User-centric optimizing intranet
35942,Germany,Shane Roberson,Shane,,Roberson,EE,shane.roberson@wright-roberts.com,2/24/20,"Engineer, structural",Wright-Roberts,Vision-oriented interactive superstructure
35966,India,Abigail Willie Robertson,Abigail,Willie,Robertson,EE,abigail.robertson@lamb-newman.com,2/15/20,Office manager,Lamb-Newman,Total 3rdgeneration alliance
36147,Canada,Marcus Christian Shepard,Marcus,Christian,Shepard,EE,marcus.shepard@gibson-little.com,5/21/22,Administrator,Gibson-Little,Sharable 4thgeneration initiative
36344,India,Jeffery Larry Smith,Jeffery,Larry,Smith,CW,jeffery.smith@gibson-little.com,10/19/18,"Research officer, government",Gibson-Little,Vision-oriented interactive superstructure
36392,Canada,Alicia Brooks,Alicia,,Brooks,EE,alicia.brooks@gilbert-hodge.com,2/21/23,Higher education lecturer,Gilbert-Hodge,Polarized tangible installation
36403,United States,Tracy Brown,Tracy,,Brown,CW,tracy.brown@gilbert-hodge.com,1/15/23,Theatre stage manager,Gilbert-Hodge,User-centric optimizing intranet
36416,Australia,Cameron Rosario,Cameron,,Rosario,EE,cameron.rosario@gilbert-hodge.com,12/3/21,Further education lecturer,Gilbert-Hodge,Polarized tangible installation
36463,Japan,Cynthia Brown,Cynthia,,Brown,CW,cynthia.brown@wright-roberts.com,6/22/19,Ecologist,Wright-Roberts,Customer-focused didactic portal
36596,Germany,Lauren Kaufman,Lauren,,Kaufman,EE,lauren.kaufman@mathisplc.com,5/6/22,Chief Marketing Officer,Mathis PLC,Total 3rdgeneration alliance
36744,Japan,William Joseph Mclaughlin,William,Joseph,Mclaughlin,EE,"william.mclaughlin@murphy,douglasandsalas.com",8/2/21,Insurance broker,"Murphy, Douglas and Salas",Total 3rdgeneration alliance
36749,Germany,Jennifer Adam Murray,Jennifer,Adam,Murray,EE,jennifer.murray@wright-roberts.com,6/8/20,Art gallery manager,Wright-Roberts,Total 3rdgeneration alliance
36774,United States,Melissa Sullivan,Melissa,,Sullivan,CW,melissa.sullivan@leonard-flores.com,10/31/22,"Surveyor, planning and development",Leonard-Flores,Total 3rdgeneration alliance
37045,United States,Darlene Judy French,Darlene,Judy,French,EE,darlene.french@mathisplc.com,2/15/19,Accommodation manager,Mathis PLC,Sharable 4thgeneration initiative
37065,United States,Holly Davis,Holly,,Davis,CW,holly.davis@mathisplc.com,11/15/20,Clinical research associate,Mathis PLC,Face-to-face optimal forecast
37192,India,Andrea David Chavez,Andrea,David,Chavez,EE,andrea.chavez@lamb-newman.com,3/25/20,Broadcast presenter,Lamb-Newman,Vision-oriented interactive superstructure
37211,United Kingdom,Jessica King,Jessica,,King,EE,jessica.king@mathisplc.com,3/26/23,Health promotion specialist,Mathis PLC,User-friendly solution-oriented software
37264,Canada,Crystal Johnson,Crystal,,Johnson,EE,"crystal.johnson@murphy,douglasandsalas.com",5/25/19,"Engineer, petroleum","Murphy, Douglas and Salas",User-friendly solution-oriented software
37355,Australia,John Thomas,John,,Thomas,CW,john.thomas@gilbert-hodge.com,10/25/22,Chief Operating Officer,Gilbert-Hodge,Focused directional migration
37485,Germany,Juan Brett Melton,Juan,Brett,Melton,CW,juan.melton@lamb-newman.com,3/29/20,Planning and development surveyor,Lamb-Newman,Sharable 4thgeneration initiative
37516,Australia,Michael Brown,Michael,,Brown,CW,michael.brown@mathisplc.com,9/7/19,"Teacher, music",Mathis PLC,Focused directional migration
37539,Germany,Jeremy Robert Zuniga,Jeremy,Robert,Zuniga,EE,"jeremy.zuniga@murphy,douglasandsalas.com",5/18/20,"Engineer, civil (contracting)","Murphy, Douglas and Salas",User-centric optimizing intranet
37558,Canada,Dennis Mary Mosley,Dennis,Mary,Mosley,CW,dennis.mosley@deckerplc.com,8/12/20,"Scientist, physiological",Decker PLC,Total 3rdgeneration alliance
37675,India,Daniel Heather Jackson,Daniel,Heather,Jackson,EE,"daniel.jackson@leonard,washingtonandhall.com",1/24/23,Toxicologist,"Leonard, Washington and Hall",Face-to-face optimal forecast
37695,Germany,Jacob Joseph Hopkins,Jacob,Joseph,Hopkins,EE,jacob.hopkins@lamb-newman.com,6/5/23,Archivist,Lamb-Newman,Focused directional migration
37717,United States,Jacob Ashley Patterson,Jacob,Ashley,Patterson,CW,jacob.patterson@gibson-little.com,4/12/19,Charity fundraiser,Gibson-Little,Focused directional migration
37944,India,David Johnson,David,,Johnson,CW,david.johnson@gilbert-hodge.com,9/30/20,Risk manager,Gilbert-Hodge,Streamlined systemic matrix
38140,United Kingdom,Susan Kevin Frank,Susan,Kevin,Frank,EE,susan.frank@deckerplc.com,5/12/19,"Therapist, occupational",Decker PLC,User-friendly solution-oriented software
38313,Japan,Lauren Jennifer Randall,Lauren,Jennifer,Randall,CW,lauren.randall@leonard-flores.com,4/15/23,Theme park manager,Leonard-Flores,Focused directional migration
38323,India,Sophia Sarah Salazar,Sophia,Sarah,Salazar,CW,sophia.salazar@leonard-flores.com,7/10/19,"Buyer, retail",Leonard-Flores,Total 3rdgeneration alliance
38325,India,James Flores,James,,Flores,EE,james.flores@lamb-newman.com,9/29/21,"Sound technician, broadcasting/film/video",Lamb-Newman,Streamlined systemic matrix
38358,United Kingdom,Jeremy Lindsey,Jeremy,,Lindsey,EE,jeremy.lindsey@lamb-newman.com,8/19/22,Advertising account executive,Lamb-Newman,Polarized tangible installation
38586,Germany,Jeffrey Christopher Mendoza,Jeffrey,Christopher,Mendoza,EE,jeffrey.mendoza@gilbert-hodge.com,5/17/20,"Designer, multimedia",Gilbert-Hodge,Polarized tangible installation
38813,United Kingdom,Aaron Sutton,Aaron,,Sutton,CW,aaron.sutton@lamb-newman.com,4/12/20,Mental health nurse,Lamb-Newman,User-friendly solution-oriented software
39399,United Kingdom,Heather Harrison,Heather,,Harrison,CW,"heather.harrison@murphy,douglasandsalas.com",5/26/20,Chartered legal executive (England and Wales),"Murphy, Douglas and Salas",Total 3rdgeneration alliance
39443,India,Lisa Armstrong,Lisa,,Armstrong,CW,lisa.armstrong@smithltd.com,12/24/18,"Scientist, marine",Smith Ltd,Customer-focused didactic portal
39657,Australia,Ashley Sarah Lynch,Ashley,Sarah,Lynch,EE,"ashley.lynch@leonard,washingtonandhall.com",1/19/23,Data processing manager,"Leonard, Washington and Hall",Customer-focused didactic portal
39712,Australia,Robert Shannon Owens,Robert,Shannon,Owens,EE,robert.owens@lamb-newman.com,1/11/19,"Surveyor, building control",Lamb-Newman,User-friendly solution-oriented software
39906,Japan,Ruben Ashley Woodard,Ruben,Ashley,Woodard,EE,ruben.woodard@mathisplc.com,5/29/21,Hotel manager,Mathis PLC,Total 3rdgeneration alliance
40054,United Kingdom,Francisco Shawn Ochoa,Francisco,Shawn,Ochoa,CW,"francisco.ochoa@leonard,washingtonandhall.com",11/29/22,Actor,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
40167,Japan,Eric Kari Robbins,Eric,Kari,Robbins,CW,eric.robbins@gibson-little.com,4/16/22,Insurance broker,Gibson-Little,Customer-focused didactic portal
40313,India,Courtney Alicia Gomez,Courtney,Alicia,Gomez,CW,courtney.gomez@mathisplc.com,3/19/21,Customer service manager,Mathis PLC,Face-to-face optimal forecast
40575,Canada,Megan Taylor,Megan,,Taylor,CW,megan.taylor@lamb-newman.com,12/7/18,Site engineer,Lamb-Newman,User-centric optimizing intranet
40729,India,Christopher Rosales,Christopher,,Rosales,EE,christopher.rosales@lamb-newman.com,8/28/20,Horticultural therapist,Lamb-Newman,Sharable 4thgeneration initiative
40755,Japan,Michelle Gibson,Michelle,,Gibson,EE,"michelle.gibson@murphy,douglasandsalas.com",3/27/21,Water quality scientist,"Murphy, Douglas and Salas",Polarized tangible installation
40828,United States,Linda Kirk,Linda,,Kirk,CW,linda.kirk@deckerplc.com,4/25/20,Accommodation manager,Decker PLC,Polarized tangible installation
40856,United Kingdom,Sonya Ryan Alvarado,Sonya,Ryan,Alvarado,EE,sonya.alvarado@gilbert-hodge.com,2/28/20,Fast food restaurant manager,Gilbert-Hodge,Customer-focused didactic portal
41188,India,Jill Patterson,Jill,,Patterson,EE,jill.patterson@gilbert-hodge.com,5/27/22,Civil Service administrator,Gilbert-Hodge,Vision-oriented interactive superstructure
41376,United States,James Chase Chaney,James,Chase,Chaney,EE,james.chaney@smithltd.com,1/17/20,Interior and spatial designer,Smith Ltd,Total 3rdgeneration alliance
42113,United States,Gregory Denise Durham,Gregory,Denise,Durham,CW,"gregory.durham@murphy,douglasandsalas.com",4/15/22,"Scientist, clinical (histocompatibility and immunogenetics)","Murphy, Douglas and Salas",Total 3rdgeneration alliance
42255,United Kingdom,Jeremy Taylor,Jeremy,,Taylor,EE,jeremy.taylor@wright-roberts.com,12/30/21,Sports coach,Wright-Roberts,Sharable 4thgeneration initiative
42323,Germany,Whitney Sherry Edwards,Whitney,Sherry,Edwards,EE,whitney.edwards@wright-roberts.com,6/15/22,Learning disability nurse,Wright-Roberts,Face-to-face optimal forecast
42475,Japan,Tonya Martinez,Tonya,,Martinez,CW,tonya.martinez@deckerplc.com,11/12/19,Environmental education officer,Decker PLC,Customer-focused didactic portal
42655,Canada,Karen Cobb,Karen,,Cobb,CW,karen.cobb@deckerplc.com,8/22/18,Operations geologist,Decker PLC,User-friendly solution-oriented software
42669,Canada,Sharon Diane Grimes,Sharon,Diane,Grimes,CW,sharon.grimes@leonard-flores.com,10/27/22,"Nurse, adult",Leonard-Flores,Total 3rdgeneration alliance
42734,Canada,Kristen Chaney,Kristen,,Chaney,EE,kristen.chaney@leonard-flores.com,8/12/21,"Physicist, medical",Leonard-Flores,Vision-oriented interactive superstructure
42811,Germany,Cynthia Mcbride,Cynthia,,Mcbride,CW,cynthia.mcbride@gilbert-hodge.com,11/4/21,"Surveyor, quantity",Gilbert-Hodge,Focused directional migration
42980,United States,David Catherine Taylor,David,Catherine,Taylor,CW,david.taylor@leonard-flores.com,7/10/22,Database administrator,Leonard-Flores,Total 3rdgeneration alliance
43036,United Kingdom,Lauren Barnes,Lauren,,Barnes,CW,lauren.barnes@wright-roberts.com,8/30/18,Ergonomist,Wright-Roberts,User-friendly solution-oriented software
43080,United Kingdom,Andrea Long,Andrea,,Long,EE,andrea.long@deckerplc.com,4/13/23,"Conservator, furniture",Decker PLC,Polarized tangible installation
43271,India,Nathaniel Hughes,Nathaniel,,Hughes,CW,nathaniel.hughes@leonard-flores.com,5/16/22,Osteopath,Leonard-Flores,Sharable 4thgeneration initiative
43336,Germany,Jessica Dean Clarke,Jessica,Dean,Clarke,CW,jessica.clarke@leonard-flores.com,12/27/21,"Scientist, forensic",Leonard-Flores,User-friendly solution-oriented software
43357,Germany,Whitney Martinez,Whitney,,Martinez,EE,whitney.martinez@smithltd.com,10/18/21,"Surveyor, land/geomatics",Smith Ltd,Polarized tangible installation
43409,Germany,Kendra Crystal White,Kendra,Crystal,White,CW,"kendra.white@leonard,washingtonandhall.com",3/6/22,Museum education officer,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
43582,Japan,Amanda Alexis Nelson,Amanda,Alexis,Nelson,EE,amanda.nelson@lamb-newman.com,2/4/19,Travel agency manager,Lamb-Newman,Streamlined systemic matrix
43651,United States,Lindsey James Mcfarland,Lindsey,James,Mcfarland,CW,lindsey.mcfarland@smithltd.com,6/27/23,Electronics engineer,Smith Ltd,User-friendly solution-oriented software
43819,India,Jonathan Stephens,Jonathan,,Stephens,CW,"jonathan.stephens@leonard,washingtonandhall.com",5/13/22,Retail merchandiser,"Leonard, Washington and Hall",Customer-focused didactic portal
43977,Japan,Ricardo Denise Woods,Ricardo,Denise,Woods,CW,ricardo.woods@smithltd.com,7/20/19,Archivist,Smith Ltd,Vision-oriented interactive superstructure
44005,Japan,Theresa Austin Russell,Theresa,Austin,Russell,EE,theresa.russell@mathisplc.com,6/23/21,"Scientist, forensic",Mathis PLC,User-friendly solution-oriented software
44140,United Kingdom,Rodney Leslie Hubbard,Rodney,Leslie,Hubbard,EE,"rodney.hubbard@leonard,washingtonandhall.com",10/30/21,Archivist,"Leonard, Washington and Hall",Customer-focused didactic portal
44178,India,Ronald Vaughn,Ronald,,Vaughn,CW,ronald.vaughn@lamb-newman.com,8/30/22,"Surveyor, building control",Lamb-Newman,Focused directional migration
44699,Germany,Louis Nguyen,Louis,,Nguyen,EE,louis.nguyen@gilbert-hodge.com,4/5/21,Technical brewer,Gilbert-Hodge,Streamlined systemic matrix
44708,United Kingdom,Patrick Simmons,Patrick,,Simmons,CW,patrick.simmons@mathisplc.com,11/2/20,Retail banker,Mathis PLC,Streamlined systemic matrix
44743,United States,Joel Peterson,Joel,,Peterson,EE,joel.peterson@deckerplc.com,6/12/21,Chief Operating Officer,Decker PLC,User-centric optimizing intranet
44761,Germany,Natalie Sellers,Natalie,,Sellers,EE,natalie.sellers@smithltd.com,12/15/21,Tourism officer,Smith Ltd,User-centric optimizing intranet
44792,United Kingdom,Charles Stephen Duran,Charles,Stephen,Duran,EE,charles.duran@gilbert-hodge.com,7/8/19,Water engineer,Gilbert-Hodge,User-centric optimizing intranet
44842,Japan,Ashley Erin Reynolds,Ashley,Erin,Reynolds,EE,ashley.reynolds@deckerplc.com,4/22/19,Estate agent,Decker PLC,User-friendly solution-oriented software
44921,India,Jocelyn Richard Harris,Jocelyn,Richard,Harris,CW,jocelyn.harris@leonard-flores.com,8/4/20,Accounting technician,Leonard-Flores,Sharable 4thgeneration initiative
44972,Germany,Jacqueline Angela Martinez,Jacqueline,Angela,Martinez,CW,jacqueline.martinez@smithltd.com,9/10/21,Illustrator,Smith Ltd,Vision-oriented interactive superstructure
45069,India,Victoria Spencer Johnson,Victoria,Spencer,Johnson,CW,victoria.johnson@gibson-little.com,8/23/19,Television camera operator,Gibson-Little,Sharable 4thgeneration initiative
45162,Australia,Ryan John Anthony,Ryan,John,Anthony,EE,ryan.anthony@leonard-flores.com,4/8/20,Fine artist,Leonard-Flores,User-friendly solution-oriented software
45164,Canada,David Crystal Spencer,David,Crystal,Spencer,CW,david.spencer@gilbert-hodge.com,9/5/18,"Scientist, research (life sciences)",Gilbert-Hodge,User-friendly solution-oriented software
45241,United Kingdom,Ashley Wendy Schroeder,Ashley,Wendy,Schroeder,CW,ashley.schroeder@wright-roberts.com,11/13/20,Product manager,Wright-Roberts,User-centric optimizing intranet
45349,United Kingdom,Michael Rosales,Michael,,Rosales,EE,michael.rosales@deckerplc.com,8/2/21,"Administrator, Civil Service",Decker PLC,Vision-oriented interactive superstructure
45466,Australia,Christopher Michael Sharp,Christopher,Michael,Sharp,EE,christopher.sharp@mathisplc.com,9/17/18,Primary school teacher,Mathis PLC,Face-to-face optimal forecast
45503,United Kingdom,Tiffany Olsen,Tiffany,,Olsen,EE,tiffany.olsen@smithltd.com,8/17/19,"Surveyor, building",Smith Ltd,Vision-oriented interactive superstructure
46231,United Kingdom,Aaron Megan Miller,Aaron,Megan,Miller,CW,aaron.miller@wright-roberts.com,10/19/21,Recycling officer,Wright-Roberts,User-centric optimizing intranet
46416,India,Vanessa Phillips,Vanessa,,Phillips,CW,vanessa.phillips@deckerplc.com,8/2/19,"Investment banker, corporate",Decker PLC,Total 3rdgeneration alliance
46487,India,Amber Malik Hicks,Amber,Malik,Hicks,EE,amber.hicks@deckerplc.com,7/3/23,"Therapist, drama",Decker PLC,Face-to-face optimal forecast
46594,United States,Chris Hill,Chris,,Hill,EE,"chris.hill@murphy,douglasandsalas.com",8/12/18,"Teacher, special educational needs","Murphy, Douglas and Salas",Sharable 4thgeneration initiative
46735,United Kingdom,Joseph Thompson,Joseph,,Thompson,CW,joseph.thompson@mathisplc.com,2/24/19,Ceramics designer,Mathis PLC,Total 3rdgeneration alliance
46862,United States,Raymond Jensen,Raymond,,Jensen,EE,raymond.jensen@deckerplc.com,2/22/23,"Psychologist, counselling",Decker PLC,Streamlined systemic matrix
46872,United Kingdom,Daniel Michael James,Daniel,Michael,James,EE,daniel.james@gilbert-hodge.com,12/30/21,Systems analyst,Gilbert-Hodge,Total 3rdgeneration alliance
46973,United Kingdom,Brian Griffin,Brian,,Griffin,EE,brian.griffin@smithltd.com,5/23/20,Astronomer,Smith Ltd,Polarized tangible installation
46996,Australia,Daniel Nicole Kelly,Daniel,Nicole,Kelly,EE,daniel.kelly@lamb-newman.com,2/28/21,IT trainer,Lamb-Newman,Total 3rdgeneration alliance
47076,Germany,Barbara Colleen Richard,Barbara,Colleen,Richard,EE,barbara.richard@mathisplc.com,1/6/22,Interior and spatial designer,Mathis PLC,User-friendly solution-oriented software
47186,United States,Vernon Hodges,Vernon,,Hodges,EE,vernon.hodges@gilbert-hodge.com,9/10/22,Commercial horticulturist,Gilbert-Hodge,Total 3rdgeneration alliance
47250,Germany,Sara Christopher Mccann,Sara,Christopher,Mccann,EE,sara.mccann@leonard-flores.com,7/8/20,Firefighter,Leonard-Flores,Focused directional migration
47279,United Kingdom,Michael Wright,Michael,,Wright,EE,michael.wright@wright-roberts.com,2/28/19,"Surveyor, building control",Wright-Roberts,Focused directional migration
47340,Japan,Michael Zimmerman,Michael,,Zimmerman,EE,michael.zimmerman@leonard-flores.com,11/29/20,Field seismologist,Leonard-Flores,User-friendly solution-oriented software
47344,Australia,Adam Dylan Black,Adam,Dylan,Black,EE,adam.black@leonard-flores.com,1/16/23,Museum/gallery conservator,Leonard-Flores,Total 3rdgeneration alliance
47467,United States,Tina Lisa Dawson,Tina,Lisa,Dawson,CW,tina.dawson@lamb-newman.com,10/28/19,Museum/gallery exhibitions officer,Lamb-Newman,Focused directional migration
47468,Australia,Raymond Kelsey Duffy,Raymond,Kelsey,Duffy,CW,"raymond.duffy@leonard,washingtonandhall.com",9/22/18,Chief Executive Officer,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
47569,Australia,Tonya Tom Rodgers,Tonya,Tom,Rodgers,EE,tonya.rodgers@smithltd.com,10/26/18,Make,Smith Ltd,User-centric optimizing intranet
47588,Canada,Heather Stacey Aguilar,Heather,Stacey,Aguilar,EE,heather.aguilar@wright-roberts.com,8/15/20,"Engineer, civil (consulting)",Wright-Roberts,Vision-oriented interactive superstructure
47645,Australia,Amy Debra Moore,Amy,Debra,Moore,EE,amy.moore@deckerplc.com,4/16/21,Sales promotion account executive,Decker PLC,User-friendly solution-oriented software
47760,United Kingdom,Michael Jackson,Michael,,Jackson,EE,michael.jackson@mathisplc.com,4/1/20,"Research officer, government",Mathis PLC,Face-to-face optimal forecast
47890,Germany,Brenda Powell,Brenda,,Powell,EE,brenda.powell@lamb-newman.com,safe,"Editor, film/video",Lamb-Newman,User-centric optimizing intranet
47941,Japan,Laurie Houston,Laurie,,Houston,EE,laurie.houston@lamb-newman.com,10/12/22,"Programmer, multimedia",Lamb-Newman,Sharable 4thgeneration initiative
48029,United Kingdom,Jose Miller,Jose,,Miller,EE,jose.miller@leonard-flores.com,9/28/21,"Surveyor, insurance",Leonard-Flores,User-friendly solution-oriented software
48151,United Kingdom,Ashley Griffin,Ashley,,Griffin,EE,"ashley.griffin@leonard,washingtonandhall.com",7/10/21,"Education officer, community","Leonard, Washington and Hall",Polarized tangible installation
48193,Japan,Kimberly Brian Chung,Kimberly,Brian,Chung,EE,kimberly.chung@smithltd.com,6/24/19,Osteopath,Smith Ltd,User-friendly solution-oriented software
48209,India,Nicole James Harrison,Nicole,James,Harrison,CW,"nicole.harrison@murphy,douglasandsalas.com",3/23/19,Facilities manager,"Murphy, Douglas and Salas",Face-to-face optimal forecast
48222,Canada,Rebecca John Green,Rebecca,John,Green,EE,rebecca.green@wright-roberts.com,5/31/21,"Teacher, adult education",Wright-Roberts,Polarized tangible installation
48310,Canada,Robyn Jennifer Erickson,Robyn,Jennifer,Erickson,CW,"robyn.erickson@leonard,washingtonandhall.com",12/10/19,Ambulance person,"Leonard, Washington and Hall",Vision-oriented interactive superstructure
48370,Australia,Susan Joyce Mitchell,Susan,Joyce,Mitchell,CW,susan.mitchell@mathisplc.com,10/20/21,IT consultant,Mathis PLC,Focused directional migration
48401,India,Jennifer Macdonald,Jennifer,,Macdonald,EE,jennifer.macdonald@deckerplc.com,6/24/20,Occupational therapist,Decker PLC,Total 3rdgeneration alliance
48416,Japan,Jamie Luis Bishop,Jamie,Luis,Bishop,CW,"jamie.bishop@murphy,douglasandsalas.com",12/21/18,Automotive engineer,"Murphy, Douglas and Salas",Focused directional migration
48609,India,Joseph Steven Adkins,Joseph,Steven,Adkins,EE,joseph.adkins@gilbert-hodge.com,5/27/19,Retail merchandiser,Gilbert-Hodge,Sharable 4thgeneration initiative
48619,Australia,Amber Robinson,Amber,,Robinson,EE,amber.robinson@leonard-flores.com,1/27/23,Speech and language therapist,Leonard-Flores,Customer-focused didactic portal
48659,United Kingdom,Timothy Michael Bond,Timothy,Michael,Bond,CW,timothy.bond@gibson-little.com,8/3/21,"Development worker, international aid",Gibson-Little,Customer-focused didactic portal
48762,United States,Jennifer Brennan,Jennifer,,Brennan,EE,jennifer.brennan@leonard-flores.com,10/21/20,Academic librarian,Leonard-Flores,User-centric optimizing intranet
48777,Canada,Heather Tanya Russell,Heather,Tanya,Russell,CW,heather.russell@mathisplc.com,11/30/22,Licensed conveyancer,Mathis PLC,Polarized tangible installation
48926,United Kingdom,"Joyce, James",,,,CW,james.york@mathisplc.com,8/17/18,"Engineer, production",Mathis PLC,Total 3rdgeneration alliance
48955,Canada,Jamie Jason Holmes,Jamie,Jason,Holmes,EE,jamie.holmes@mathisplc.com,10/30/20,"Education officer, community",Mathis PLC,Customer-focused didactic portal
49074,India,Johnathan Virginia Williams,Johnathan,Virginia,Williams,CW,johnathan.williams@leonard-flores.com,8/8/19,Fashion designer,Leonard-Flores,Focused directional migration
49131,Canada,Jeffrey Smith,Jeffrey,,Smith,EE,"jeffrey.smith@murphy,douglasandsalas.com",4/15/23,Dealer,"Murphy, Douglas and Salas",User-centric optimizing intranet
49237,United Kingdom,Lynn Bernard,Lynn,,Bernard,CW,"lynn.bernard@leonard,washingtonandhall.com",11/30/18,Diagnostic radiographer,"Leonard, Washington and Hall",Face-to-face optimal forecast
49470,Canada,Elizabeth Rebecca Jackson,Elizabeth,Rebecca,Jackson,EE,elizabeth.jackson@mathisplc.com,8/2/20,Audiological scientist,Mathis PLC,User-friendly solution-oriented software
49514,Japan,Erin Wright,Erin,,Wright,EE,"erin.wright@murphy,douglasandsalas.com",1/13/23,"Scientist, research (medical)","Murphy, Douglas and Salas",User-centric optimizing intranet
49605,Germany,Jonathan Buchanan,Jonathan,,Buchanan,CW,jonathan.buchanan@deckerplc.com,3/6/23,Tax adviser,Decker PLC,Focused directional migration
49663,Australia,Bethany Dunn,Bethany,,Dunn,EE,bethany.dunn@lamb-newman.com,8/29/22,Mudlogger,Lamb-Newman,Total 3rdgeneration alliance
49692,Australia,Justin Mark Brown,Justin,Mark,Brown,EE,justin.brown@gibson-little.com,6/18/22,"Administrator, Civil Service",Gibson-Little,Polarized tangible installation
49789,United States,Christina Abigail Freeman,Christina,Abigail,Freeman,CW,christina.freeman@lamb-newman.com,9/22/19,Magazine features editor,Lamb-Newman,Streamlined systemic matrix
49834,United States,Randy Carol Pugh,Randy,Carol,Pugh,CW,randy.pugh@gibson-little.com,8/20/22,Passenger transport manager,Gibson-Little,Face-to-face optimal forecast
49972,Japan,Cheryl Wade,Cheryl,,Wade,EE,cheryl.wade@lamb-newman.com,2/3/19,Learning disability nurse,Lamb-Newman,User-centric optimizing intranet
50023,Canada,Melissa Villegas,Melissa,,Villegas,EE,melissa.villegas@gilbert-hodge.com,2/24/20,Catering manager,Gilbert-Hodge,User-friendly solution-oriented software
50079,Australia,Cynthia Tommy Walker,Cynthia,Tommy,Walker,CW,cynthia.walker@lamb-newman.com,7/28/22,Youth worker,Lamb-Newman,Polarized tangible installation
50195,Germany,Nicole Wright,Nicole,,Wright,CW,nicole.wright@mathisplc.com,6/23/20,"Designer, interior/spatial",Mathis PLC,User-friendly solution-oriented software
50232,Germany,Lisa Cobb,Lisa,,Cobb,EE,lisa.cobb@deckerplc.com,8/11/21,"Designer, fashion/clothing",Decker PLC,Customer-focused didactic portal
50260,Canada,Steven Perez,Steven,,Perez,CW,"steven.perez@leonard,washingtonandhall.com",1/21/20,Translator,"Leonard, Washington and Hall",Total 3rdgeneration alliance
50283,Germany,Luis Christensen,Luis,,Christensen,EE,luis.christensen@deckerplc.com,5/6/22,Chief Strategy Officer,Decker PLC,User-centric optimizing intranet
50303,Australia,Cassandra Lori Byrd,Cassandra,Lori,Byrd,CW,cassandra.byrd@deckerplc.com,4/16/21,"Librarian, public",Decker PLC,Customer-focused didactic portal
50373,Japan,John Johnson,John,,Johnson,CW,john.johnson@lamb-newman.com,11/15/22,Translator,Lamb-Newman,Total 3rdgeneration alliance
50504,United Kingdom,Joseph Jasmine Ramos,Joseph,Jasmine,Ramos,EE,joseph.ramos@smithltd.com,5/2/21,Office manager,Smith Ltd,Streamlined systemic matrix
51127,Canada,Megan Rhodes,Megan,,Rhodes,CW,"megan.rhodes@leonard,washingtonandhall.com",6/20/22,Landscape architect,"Leonard, Washington and Hall",Face-to-face optimal forecast
51178,United Kingdom,Sara Raymond,Sara,,Raymond,EE,sara.raymond@gibson-little.com,7/19/19,Acupuncturist,Gibson-Little,Streamlined systemic matrix
51265,Japan,William Maria Simon,William,Maria,Simon,EE,william.simon@gilbert-hodge.com,8/19/18,"Journalist, broadcasting",Gilbert-Hodge,Polarized tangible installation
51418,United States,Elizabeth Lauren Petty,Elizabeth,Lauren,Petty,CW,elizabeth.petty@deckerplc.com,10/22/18,Waste management officer,Decker PLC,Vision-oriented interactive superstructure
51537,Germany,Brenda Richards,Brenda,,Richards,CW,brenda.richards@gibson-little.com,2/10/23,"Librarian, public",Gibson-Little,Face-to-face optimal forecast
51623,India,Chelsea Dudley,Chelsea,,Dudley,EE,"chelsea.dudley@murphy,douglasandsalas.com",12/25/21,Occupational psychologist,"Murphy, Douglas and Salas",Streamlined systemic matrix
51783,Australia,Emily Adam Morrison,Emily,Adam,Morrison,EE,emily.morrison@lamb-newman.com,5/19/21,Furniture designer,Lamb-Newman,Vision-oriented interactive superstructure
51901,Germany,Steven Benjamin Ortiz,Steven,Benjamin,Ortiz,EE,steven.ortiz@lamb-newman.com,force,Chief Operating Officer,Lamb-Newman,Sharable 4thgeneration initiative
52006,Canada,Natasha Paige Johnson,Natasha,Paige,Johnson,CW,natasha.johnson@deckerplc.com,cover,Chartered legal executive (England and Wales),Decker PLC,Face-to-face optimal forecast
52015,Japan,Michelle Sharon White,Michelle,Sharon,White,EE,michelle.white@wright-roberts.com,11/25/21,Theatre director,Wright-Roberts,Customer-focused didactic portal
52029,Germany,Michelle Lewis,Michelle,,Lewis,EE,michelle.lewis@deckerplc.com,9/7/21,Passenger transport manager,Decker PLC,Vision-oriented interactive superstructure
